Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
2528,10.42.0.211-10.42.0.1-3376-53-17,10.42.0.211,3376,10.42.0.1,53.0,17.0,14/06/2017 06:34:09,252376,1,1,27.0,43.0,27.0,27.0,27.0,0.0,43.0,43.0,43.0,0.0,277.3639331790662,7.924683805116176,252376.0,0.0,252376.0,252376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,20,3.962341902558088,3.962341902558088,27.0,43.0,32.333333333333336,9.237604307034012,85.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,48.5,27.0,43.0,20.0,0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,1.0,43.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
744,172.217.0.228-10.42.0.211-443-52249-6,10.42.0.211,52249,172.217.0.228,443.0,6.0,14/06/2017 04:53:09,118110370,10,12,3386.0,1511.0,1368.0,0.0,338.6,554.6184273894982,525.0,0.0,125.91666666666669,187.4030456400096,41.46121970492515,0.1862664556888612,5624303.333333333,25681462.28059117,117707237.0,6.0,118110370.0,13123374.44444444,39219014.87897842,117707237.0,86.0,118085045.0,10735004.09090909,35489734.00578566,117740441.0,6.0,0.0,0.0,0,0,320,384,0.0846665707676641,0.101599884921197,0.0,1368.0,272.39130434782606,460.05856733191496,211653.8853754941,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,284.77272727272725,338.6,125.91666666666669,320.0,0,0.0,0.0,0.0,0.0,0.0,10.0,3386.0,12.0,1511.0,1859.0,541.0,5.0,32.0,198685.0,0.0,198685.0,198685.0,117707237.0,0.0,117707237.0,117707237.0,Android_Adware
1843,10.42.0.211-47.88.148.75-55453-9230-6,10.42.0.211,55453,47.88.148.75,9230.0,6.0,13/06/2017 05:48:54,6999409,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714768204001224,2333136.333333333,1530496.0804139073,4002378.0,995880.0,6999409.0,2333136.333333333,1530496.0804139073,4002378.0,995880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,160,0,0.5714768204001224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,160.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,65535.0,-1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
4999,10.42.0.151-10.42.0.1-41238-53-17,10.42.0.151,41238,10.42.0.1,53.0,17.0,15/06/2017 05:04:44,94688,1,1,33.0,75.0,33.0,33.0,33.0,0.0,75.0,75.0,75.0,0.0,1140.5880364988172,21.122000675904022,94688.0,0.0,94688.0,94688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,20,10.561000337952011,10.561000337952011,33.0,75.0,47.0,24.24871130596428,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,70.5,33.0,75.0,20.0,0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,1.0,75.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
54,10.42.0.211-31.13.71.52-34379-443-6,10.42.0.211,34379,31.13.71.52,443.0,6.0,15/06/2017 10:38:01,8783627,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45539274379479,2927875.6666666665,5070908.118004736,8783256.0,113.0,8783627.0,2927875.6666666665,5070908.118004736,8783256.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,152,0,0.45539274379479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,152.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8170.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
1244,10.42.0.211-10.42.0.1-47531-53-17,10.42.0.211,47531,10.42.0.1,53.0,17.0,13/06/2017 05:48:24,360476,1,1,36.0,36.0,36.0,36.0,36.0,0.0,36.0,36.0,36.0,0.0,199.7359047481663,5.548219576337953,360476.0,0.0,360476.0,360476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40,40,2.7741097881689765,2.7741097881689765,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,54.0,36.0,36.0,40.0,0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,36.0,-1.0,-1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
1765,216.58.219.227-10.42.0.151-443-40729-6,10.42.0.151,40729,216.58.219.227,443.0,6.0,14/06/2017 05:39:47,309321,19,16,1429.0,6277.0,786.0,0.0,75.21052631578948,185.4647552463716,1418.0,0.0,392.31250000000006,579.2583440630499,24912.63121482214,113.15106313506034,9097.676470588236,17170.923403489996,76550.0,3.0,232771.0,12931.72222222222,21100.924144260367,66862.0,3.0,272723.0,18181.53333333333,28172.52600842243,87995.0,3.0,0.0,0.0,0,0,616,520,61.42486284474704,51.726200290313294,0.0,1418.0,214.05555555555551,433.351124176916,187793.1968253968,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,220.17142857142852,75.21052631578948,392.3125,616.0,0,0.0,0.0,0.0,0.0,0.0,19.0,1429.0,16.0,6277.0,65535.0,361.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
4862,203.130.53.126-10.42.0.211-80-47585-6,203.130.53.126,80,10.42.0.211,47585.0,6.0,15/06/2017 02:26:32,3212,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.66500622665,3212.0,0.0,3212.0,3212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,20,311.332503113325,311.332503113325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,20.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,115.0,1369.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
1635,10.42.0.211-125.39.240.46-42009-80-6,10.42.0.211,42009,125.39.240.46,80.0,6.0,14/06/2017 05:46:42,6489646,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3081832198551354,6489646.0,0.0,6489646.0,6489646.0,6489646.0,6489646.0,0.0,6489646.0,6489646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40,0,0.3081832198551354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1369.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
705,10.42.0.211-103.235.47.88-56284-80-6,10.42.0.211,56284,103.235.47.88,80.0,6.0,14/06/2017 05:41:18,6264187,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3192752706775835,6264187.0,0.0,6264187.0,6264187.0,6264187.0,6264187.0,0.0,6264187.0,6264187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40,0,0.3192752706775835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1386.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
807,192.229.173.173-10.42.0.211-80-40624-6,10.42.0.211,40624,192.229.173.173,80.0,6.0,14/06/2017 10:28:36,1169260,36,75,3111.0,98980.0,432.0,0.0,86.41666666666669,164.42269134329186,1448.0,0.0,1319.7333333333331,358.18077624080905,87312.48824042558,94.93183723038504,10629.636363636366,31167.480890786872,179234.0,5.0,1169260.0,33407.42857142857,54974.9606207417,179234.0,8.0,1139195.0,15394.52702702703,47293.18966530421,242829.0,5.0,0.0,0.0,0,0,1172,2408,30.78870396661136,64.14313326377368,0.0,1448.0,911.5267857142856,659.4927201453484,434930.6479247107,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2.0,919.7387387387388,86.41666666666667,1319.7333333333331,1172.0,0,0.0,0.0,0.0,0.0,0.0,36.0,3111.0,75.0,98980.0,65535.0,300.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
895,10.42.0.211-103.235.47.88-55079-80-6,10.42.0.211,55079,103.235.47.88,80.0,6.0,14/06/2017 05:44:00,5592370,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3576301281925194,5592370.0,0.0,5592370.0,5592370.0,5592370.0,5592370.0,0.0,5592370.0,5592370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40,0,0.3576301281925194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1386.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
2053,10.42.0.151-98.139.199.204-46562-443-6,10.42.0.151,46562,98.139.199.204,443.0,6.0,15/06/2017 05:24:32,38212043,56,50,20183.0,13628.0,1448.0,0.0,360.41071428571433,513.5991283193437,1448.0,0.0,272.56000000000006,388.946151249024,884.8257602976108,2.773994575479777,363924.21904761903,2573568.8373000897,25868983.0,2.0,38212043.0,694764.4181818181,3538650.399544712,25868983.0,2.0,38183807.0,779261.3673469388,3751238.45302704,25896375.0,5.0,0.0,0.0,0,0,1800,1608,1.4655065681779955,1.3084880073017815,0.0,1448.0,315.99065420560765,457.9018700041983,209674.12255334173,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,318.97169811320754,360.4107142857143,272.56,1800.0,0,0.0,0.0,0.0,0.0,0.0,56.0,20183.0,50.0,13628.0,65535.0,251.0,33.0,32.0,3062430.0,4287700.359643617,6094292.0,30568.0,15536603.5,14612191.22048574,25868983.0,5204224.0,Android_Adware
3443,10.42.0.211-123.125.29.220-60347-80-6,10.42.0.211,60347,123.125.29.220,80.0,6.0,15/06/2017 04:10:01,14807383,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4052032692069895,2961476.6,5717648.929346817,13141374.0,2220.0,14807383.0,4935794.333333334,7125273.685632878,13141374.0,312551.0,1353644.0,1353644.0,0.0,1353644.0,1353644.0,0.0,0.0,0,0,112,64,0.2701355128046597,0.1350677564023298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,112.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,65535.0,14600.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
8598,163.177.151.166-10.42.0.211-443-53775-6,10.42.0.211,53775,163.177.151.166,443.0,6.0,15/06/2017 04:58:21,1500069,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3332720028212035,1500069.0,0.0,1500069.0,1500069.0,1500069.0,1500069.0,0.0,1500069.0,1500069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40,0,1.3332720028212035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1369.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
1452,10.42.0.211-10.42.0.1-2131-53-17,10.42.0.211,2131,10.42.0.1,53.0,17.0,15/06/2017 11:06:27,614630,1,1,26.0,78.0,26.0,26.0,26.0,0.0,78.0,78.0,78.0,0.0,169.20749068545302,3.2539902054894814,614630.0,0.0,614630.0,614630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,32,1.626995102744741,1.626995102744741,26.0,78.0,43.33333333333333,30.02221399786054,901.3333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,65.0,26.0,78.0,32.0,0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,1.0,78.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
481,202.77.129.230-10.42.0.211-80-43262-6,202.77.129.230,80,10.42.0.211,43262.0,6.0,13/06/2017 12:06:02,60865,9,8,10903.0,0.0,1460.0,0.0,1211.4444444444443,521.9327330008895,0.0,0.0,0.0,0.0,179134.1493469153,279.3066622853857,3804.0625,9918.834800309627,31991.0,8.0,60865.0,7608.125,20671.051251430967,58761.0,26.0,646.0,92.28571428571428,112.93171135058311,289.0,8.0,0.0,0.0,0,0,180,160,147.86823297461595,131.43842931076972,0.0,1460.0,686.8333333333333,728.7365577410229,531056.9705882353,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,727.2352941176471,1211.4444444444443,0.0,180.0,0,0.0,0.0,0.0,0.0,0.0,9.0,10903.0,8.0,0.0,148.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
3464,137.175.31.97-10.42.0.211-80-35517-6,10.42.0.211,35517,137.175.31.97,80.0,6.0,15/06/2017 04:39:50,262,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7633.587786259542,262.0,0.0,262.0,262.0,262.0,262.0,0.0,262.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,64,0,7633.587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1386.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android_Adware
69,10.42.0.211-31.13.71.7-34817-443-6,10.42.0.211,34817,31.13.71.7,443.0,6.0,14/06/2017 11:18:32,66392734,48,121,1963.0,135129.0,438.0,0.0,40.89583333333336,89.64260945040597,1398.0,0.0,1116.768595041323,521.2397202876136,2064.864507613137,2.545459266672163,395194.84523809527,5011479.157918779,64959469.0,5.0,1357409.0,28881.042553191488,124659.94411179026,849311.0,8.0,66356693.0,552972.4416666668,5929429.627013156,64959469.0,5.0,0.0,0.0,0,0,1544,3880,0.7229706792915019,1.822488587380661,0.0,1398.0,806.4235294117648,659.0941942086431,434405.1568395405,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2.0,811.1952662721893,40.895833333333336,1116.7685950413222,1544.0,0,0.0,0.0,0.0,0.0,0.0,48.0,1963.0,121.0,135129.0,65535.0,139.0,13.0,32.0,1433190.0,0.0,1433190.0,1433190.0,64959469.0,0.0,64959469.0,64959469.0,Android_Adware
