 Flow Duration, Total Fwd Packets, Total Backward Packets,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, ACK Flag Count,Init_Win_bytes_forward, Init_Win_bytes_backward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
8203564,10,13,822.6912108,2.803659483,372889.2727,1019501.974,4836092,11,0,1460,281.2083333,439.8809107,193495.2156,0,0,0,0,65535,624,0,0,0,0,0,0,0,0,Android_Adware
50064,1,1,2177.213167,39.94886545,50064,0,50064,50064,36,73,48.33333333,21.36195996,456.3333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Adware
49618,1,1,3426.175985,40.30795276,49618,0,49618,49618,30,140,66.66666667,63.50852961,4033.333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Adware
6378127,3,0,0,0.47035752,3189063.5,4460444.425,6343074,35053,0,0,0,0,0,0,0,0,1,3315,-1,0,0,0,0,0,0,0,0,Android_Adware
30207,1,1,0,66.20981892,30207,0,30207,30207,0,0,0,0,0,0,0,0,1,1506,133,0,0,0,0,0,0,0,0,Android_Adware
1597,1,1,46336.88165,1252.348153,1597,0,1597,1597,37,37,37,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Adware
5161217,2,0,0,0.387505505,5161217,0,5161217,5161217,0,0,0,0,0,0,0,0,1,1477,-1,0,0,0,0,0,0,0,0,Android_Adware
81508,1,1,0,24.53746871,81508,0,81508,81508,0,0,0,0,0,0,0,0,0,65535,0,0,0,0,0,0,0,0,0,Android_Adware
174239,3,4,4970.184631,40.17470256,29039.83333,40615.94547,81420,21,0,657,108.25,233.4785093,54512.21429,0,0,0,0,65535,124,0,0,0,0,0,0,0,0,Android_Adware
53920206,2,0,0,0.037091846,53920206,0,53920206,53920206,0,0,0,0,0,0,0,0,1,1386,-1,0,0,0,0,0,0,0,0,Android_Adware
10642004,9,7,443.9953227,1.503476225,709466.9333,2518466.932,9805797,9,0,1460,277.9411765,523.2447408,273785.0588,0,0,0,0,65535,30,836207,0,836207,836207,9805797,0,9805797,9805797,Android_Adware
168399,3,4,5142.548352,41.5679428,28066.5,41173.50215,81251,193,0,657,108.25,233.4785093,54512.21429,0,0,0,0,65535,124,0,0,0,0,0,0,0,0,Android_Adware
142303,1,1,1925.468894,14.05451747,142303,0,142303,142303,29,245,101,124.7076581,15552,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Adware
6252080,2,0,0,0.319893539,6252080,0,6252080,6252080,0,0,0,0,0,0,0,0,1,1386,-1,0,0,0,0,0,0,0,0,Android_Adware
287666,3,1,0,13.90501484,95888.66667,162894.3493,283974,265,0,0,0,0,0,0,0,0,0,65535,8192,0,0,0,0,0,0,0,0,Android_Adware
54574501,2,0,0,0.036647151,54574501,0,54574501,54574501,0,0,0,0,0,0,0,0,1,1386,-1,0,0,0,0,0,0,0,0,Android_Adware
256630,2,1,0,11.68998169,128315,179368.9488,255148,1482,0,0,0,0,0,0,0,0,1,1369,115,0,0,0,0,0,0,0,0,Android_Adware
20,2,0,1550000,100000,20,0,20,20,0,31,20.66666667,17.89785834,320.3333333,0,1,0,1,31,-1,0,0,0,0,0,0,0,0,Android_Adware
61260,1,1,1697.682011,32.64773098,61260,0,61260,61260,36,68,46.66666667,18.47520861,341.3333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Adware
263,2,0,0,7604.562738,263,0,263,263,0,0,0,0,0,0,0,0,1,1386,-1,0,0,0,0,0,0,0,0,Android_Adware
62790242,2,0,0,0.031852083,62790242,0,62790242,62790242,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,62790242,0,62790242,62790242,Android_Adware
10947935,3,1,0,0.365365706,3649311.667,6299408.379,10923231,1440,0,0,0,0,0,0,0,0,0,65535,65535,0,0,0,0,0,0,0,0,Android_Adware
19910629,4,2,0,0.301346582,3982125.8,6450997.201,15060448,138171,0,0,0,0,0,0,0,0,0,65535,14480,371584,0,371584,371584,15060448,0,15060448,15060448,Android_Adware
841982,2,2,36.81788922,4.750695383,280660.6667,289204.1834,577867,185,0,31,12.4,16.97939928,288.3,0,1,0,1,140,1506,0,0,0,0,0,0,0,0,Android_Adware
50579,1,1,1621.226201,39.54210245,50579,0,50579,50579,33,49,38.33333333,9.237604307,85.33333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Adware
145757,1,1,1866.119637,13.72146792,145757,0,145757,145757,31,241,101,121.2435565,14700,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Adware
253908,3,0,0,11.81530318,126954,130311.2945,219098,34810,0,0,0,0,0,0,0,0,1,5758,-1,0,0,0,0,0,0,0,0,Android_Adware
61504974,24,37,737.4850691,0.991789705,1025082.9,7742968.262,59996067,5,0,1448,731.5967742,674.668187,455177.1626,0,0,0,0,65535,66,1508859,0,1508859,1508859,59996067,0,59996067,59996067,Android_Adware
801116,1,1,199.7213887,2.496517358,801116,0,801116,801116,35,125,65,51.96152423,2700,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Adware
54725,1,1,0,36.5463682,54725,0,54725,54725,0,0,0,0,0,0,0,0,1,33,1431,0,0,0,0,0,0,0,0,Android_Adware
39442109,2,0,0,0.050707228,39442109,0,39442109,39442109,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,0,0,0,0,Android_Adware
41558,1,1,0,48.12551133,41558,0,41558,41558,0,0,0,0,0,0,0,0,1,340,1369,0,0,0,0,0,0,0,0,Android_Adware
51,1,1,1078431.373,39215.68627,51,0,51,51,0,55,36.66666667,31.75426481,1008.333333,0,1,0,1,361,361,0,0,0,0,0,0,0,0,Android_Adware
34235,2,0,0,58.41974587,34235,0,34235,34235,0,0,0,0,0,0,0,0,1,404,-1,0,0,0,0,0,0,0,0,Android_Adware
1030,1,1,115533.9806,1941.747573,1030,0,1030,1030,38,81,52.33333333,24.82606158,616.3333333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_Adware
409835,7,7,4409.091464,34.16008882,31525.76923,24122.96097,75280,706,0,1043,120.4666667,274.5999341,75405.12381,0,0,0,0,65535,332,0,0,0,0,0,0,0,0,Android_Adware
17140,1,1,0,116.6861144,17140,0,17140,17140,0,0,0,0,0,0,0,0,1,1657,676,0,0,0,0,0,0,0,0,Android_Adware
63446047,3,1,0,0.063045693,21148682.33,36377129.36,63153041,1831,0,0,0,0,0,0,0,0,0,65535,8192,0,0,0,0,0,0,0,0,Android_Adware
163086,2,0,0,12.26346835,163086,0,163086,163086,0,0,0,0,0,0,0,0,1,285,-1,0,0,0,0,0,0,0,0,Android_Adware
4336066,5,3,130.3024447,1.844990367,619438,1351581.902,3674393,15,0,372,62.77777778,132.3648157,17520.44444,0,0,0,0,65535,38,0,0,0,0,0,0,0,0,Android_Adware
4029092,2,0,0,0.496389757,4029092,0,4029092,4029092,0,0,0,0,0,0,0,0,1,1635,-1,0,0,0,0,0,0,0,0,Android_Adware
68710370,9,12,146.1497005,0.305630722,3435518.5,14476136.73,64893824,6,0,1460,456.4545455,594.9250235,353935.7835,0,0,0,0,65535,141,3816499,0,3816499,3816499,64893824,0,64893824,64893824,Android_SMS_Malware
14,1,1,3928571.429,142857.1429,14,0,14,14,0,55,36.66666667,31.75426481,1008.333333,0,1,0,1,358,358,0,0,0,0,0,0,0,0,Android_SMS_Malware
10867876,10,11,607.7544499,1.932300295,543393.8,2378095.678,10646545,25,0,1460,300.2272727,478.6341611,229090.6602,0,0,0,0,65535,66,221286,0,221286,221286,10646545,0,10646545,10646545,Android_SMS_Malware
46069749,3,1,0,0.086824871,15356583,26394713.43,45834281,2232,0,0,0,0,0,0,0,0,0,65535,14600,0,0,0,0,0,0,0,0,Android_SMS_Malware
3,2,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,1,115,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
256973,8,8,30462.34429,62.26335062,17131.53333,18485.2014,63091,20,30,1350,539.8823529,622.8034283,387884.1103,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
59,1,1,525423.7288,33898.30508,59,0,59,59,0,31,20.66666667,17.89785834,320.3333333,0,1,0,1,48,48,0,0,0,0,0,0,0,0,Android_SMS_Malware
54096440,6,5,31.92446675,0.203340553,5409644,14868790.49,47439200,563,0,541,143.9166667,219.3865241,48130.44697,0,0,0,0,65535,245,707560,0,707560,707560,5617200,0,5617200,5617200,Android_SMS_Malware
4018894,2,0,0,0.497649353,4018894,0,4018894,4018894,0,0,0,0,0,0,0,0,1,2673,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
92566419,20,22,194.2821187,0.453728258,2257717.537,14087085.64,90252992,9,0,1452,418.2325581,605.2169952,366287.6113,0,0,0,0,65535,0,2313427,0,2313427,2313427,90252992,0,90252992,90252992,Android_SMS_Malware
546371,3,4,2210.951899,12.81180736,91061.83333,128333.3235,256055,42,0,657,151,281.0292308,78977.42857,0,0,0,0,65535,400,0,0,0,0,0,0,0,0,Android_SMS_Malware
24682,1,1,0,81.03071064,24682,0,24682,24682,0,0,0,0,0,0,0,0,1,2229,251,0,0,0,0,0,0,0,0,Android_SMS_Malware
108368,2,0,0,18.45563266,108368,0,108368,108368,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
34634641,1,3,0,0.115491308,11544880.33,19849882.49,34465425,18966,0,0,0,0,0,0,0,0,1,122,1403,0,0,0,0,0,0,0,0,Android_SMS_Malware
32516721,12,8,185.5660661,0.615068168,1711406.368,6812650.268,29837706,329,0,1165,287.3333333,451.6347344,203973.9333,0,0,0,0,65535,19,0,0,0,0,0,0,0,0,Android_SMS_Malware
12902055,3,1,2.402718017,0.310028131,4300685,7401917.518,12847626,148,0,31,6.2,13.86362146,192.2,0,0,0,1,1595,0,0,0,0,0,12847626,0,12847626,12847626,Android_SMS_Malware
91225,1,1,1929.295697,21.92381474,91225,0,91225,91225,43,133,73,51.96152423,2700,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
33641618,2,0,0,0.059450173,33641618,0,33641618,33641618,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
457690,21,15,16786.47119,78.65585877,13076.85714,21771.88743,76915,7,0,1418,207.6486486,428.9993017,184040.4009,0,0,0,0,65535,360,0,0,0,0,0,0,0,0,Android_SMS_Malware
20965317,2,0,0,0.095395648,20965317,0,20965317,20965317,0,0,0,0,0,0,0,0,1,1386,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
16952318,4,2,0,0.353933899,3390463.6,6541275.916,14997509,2000,0,0,0,0,0,0,0,0,0,65535,28960,28387,0,28387,28387,14997509,0,14997509,14997509,Android_SMS_Malware
98011367,29,15,241.8188903,0.448927521,2279334.116,4852432.553,29921190,894,0,1455,526.6888889,609.0090991,370892.0828,0,0,0,0,65535,22510,520707.8333,270104.3142,1239736,317643,5121956.333,26183.75853,5173562,5087989,Android_SMS_Malware
56,2,0,0,35714.28571,56,0,56,56,0,0,0,0,0,0,0,0,1,65535,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
396,2,0,0,5050.505051,396,0,396,396,0,0,0,0,0,0,0,0,1,65535,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
4080760,3,0,0,0.735157177,2040380,2724003.01,3966541,114219,0,0,0,0,0,0,0,0,1,404,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
5043599,2,0,0,0.396542231,5043599,0,5043599,5043599,0,0,0,0,0,0,0,0,1,1597,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
39867650,9,7,108.8852742,0.401327894,2657843.333,10208643,39559789,8,0,1448,255.3529412,463.4088288,214747.7426,0,0,0,0,65535,1,307180,0,307180,307180,39559789,0,39559789,39559789,Android_SMS_Malware
1499935,2,0,0,1.333391114,1499935,0,1499935,1499935,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
1585777,4,5,33.42210159,5.675451214,198222.125,295049.6934,909279,3010,0,46,5.5,14.27702116,203.8333333,0,1,0,1,33,1689,0,0,0,0,0,0,0,0,Android_SMS_Malware
24151,1,1,0,82.81230591,24151,0,24151,24151,0,0,0,0,0,0,0,0,1,1505,939,0,0,0,0,0,0,0,0,Android_SMS_Malware
269115,1,1,0,7.431767088,269115,0,269115,269115,0,0,0,0,0,0,0,0,1,1403,0,0,0,0,0,0,0,0,0,Android_SMS_Malware
1820,2,0,0,1098.901099,1820,0,1820,1820,0,0,0,0,0,0,0,0,1,1386,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
15188533,7,5,279.5530023,0.790069719,1380775.727,4489981.821,14918352,47,23,1350,430.4615385,600.8747256,361050.4359,0,0,0,0,-1,-1,202233,0,202233,202233,14918352,0,14918352,14918352,Android_SMS_Malware
544965,3,3,2543.282596,11.00988137,108993,139620.7606,262509,5,0,1193,198,444.6103163,197678.3333,0,0,0,0,65535,133,0,0,0,0,0,0,0,0,Android_SMS_Malware
42010,1,2,737.919543,71.41156867,21005,29616.46042,41947,63,0,31,7.75,15.5,240.25,0,0,0,1,8170,63,0,0,0,0,0,0,0,0,Android_SMS_Malware
30455913,5,3,36.4461246,0.262674772,4350844.714,11172414.72,29685477,310,0,1018,123.3333333,336.8768321,113486,0,0,0,0,65535,33,0,0,0,0,0,0,0,0,Android_SMS_Malware
1445298,2,0,0,1.383797667,1445298,0,1445298,1445298,0,0,0,0,0,0,0,0,1,1369,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
107523701,26,44,376.4007342,0.651019258,1558314.507,9057297.324,59907993,1,0,1340,570.028169,634.4376131,402511.0849,0,0,0,0,65535,4580,587656,335420.3443,824834,350478,53174182.5,9523046.136,59907993,46440372,Android_SMS_Malware
10508674,6,9,817.8957688,1.427392267,750619.5714,2662056.059,9994402,4,0,1460,537.1875,684.2792041,468238.0292,0,0,0,0,65535,511,0,0,0,0,0,0,0,0,Android_SMS_Malware
12474548,4,4,29.25957718,0.641305801,1782078.286,4381532.867,11715293,44,0,228,40.55555556,83.6288095,6993.777778,0,0,0,0,65535,235,0,0,0,0,0,0,0,0,Android_SMS_Malware
159368,1,1,0,12.5495708,159368,0,159368,159368,0,0,0,0,0,0,0,0,1,181,1548,0,0,0,0,0,0,0,0,Android_SMS_Malware
2378,1,1,0,841.0428932,2378,0,2378,2378,0,0,0,0,0,0,0,0,1,16383,65535,0,0,0,0,0,0,0,0,Android_SMS_Malware
3564,1,1,0,561.1672278,3564,0,3564,3564,0,0,0,0,0,0,0,0,1,3840,1550,0,0,0,0,0,0,0,0,Android_SMS_Malware
4561002,3,0,0,0.657750205,2280501,3171420.583,4523034,37968,0,0,0,0,0,0,0,0,1,1597,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
10466123,2,2,0,0.382185457,3488707.667,5717770.665,10090109,92998,0,0,0,0,0,0,0,0,0,65535,29,0,0,0,0,0,0,0,0,Android_SMS_Malware
6326901,2,0,0,0.316110526,6326901,0,6326901,6326901,0,0,0,0,0,0,0,0,1,1403,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
10338,2,1,0,290.1915264,5169,1723.926333,6388,3950,0,0,0,0,0,0,0,0,1,349,1546,0,0,0,0,0,0,0,0,Android_SMS_Malware
79427364,24,24,232.6528172,0.604325733,1689943.915,10929148.43,74999316,8,0,1440,377.122449,574.5343271,330089.693,0,0,0,0,65535,138,0,0,0,0,0,0,0,0,Android_SMS_Malware
240079,1,2,0,12.49588677,120039.5,169738.8615,240063,16,0,0,0,0,0,0,0,0,1,1385,520,0,0,0,0,0,0,0,0,Android_SMS_Malware
1386,1,1,249639.2496,1443.001443,1386,0,1386,1386,52,294,132.6666667,139.7187651,19521.33333,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
2114835,2,0,0,0.945700256,2114835,0,2114835,2114835,0,0,0,0,0,0,0,0,1,1597,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
548682,3,3,820.1471891,10.93529585,109736.4,132956.6166,254399,32,0,450,64.28571429,170.0840129,28928.57143,0,0,0,0,65535,400,0,0,0,0,0,0,0,0,Android_SMS_Malware
31667,1,1,3915.748255,63.15722992,31667,0,31667,31667,35,89,53,31.17691454,972,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
902668,2,2,555.0213367,4.431308078,300889.3333,352181.9324,707554,97544,17,414,110,170.6077372,29107,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
63,2,0,0,31746.03175,63,0,63,63,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
59,2,0,0,33898.30508,59,0,59,59,0,0,0,0,0,0,0,0,1,776,-1,0,0,0,0,0,0,0,0,Android_SMS_Malware
37420,1,1,0,53.44735436,37420,0,37420,37420,0,0,0,0,0,0,0,0,1,4250,393,0,0,0,0,0,0,0,0,Android_SMS_Malware
252957,2,1,0,11.85972319,126478.5,159112.4608,238988,13969,0,0,0,0,0,0,0,0,1,290,290,0,0,0,0,0,0,0,0,Android_SMS_Malware
21629,1,2,0,138.7026677,10814.5,15066.32419,21468,161,0,0,0,0,0,0,0,0,1,114,1386,0,0,0,0,0,0,0,0,Android_SMS_Malware
